SId,CId,Marks
16652,33,92
48212,75,48
76925,30,64
14218,62,71
22346,73,61
34139,70,80
27480,83,80
80601,35,65
87980,4,71
78274,49,50
24609,34,97
57724,52,36
30776,56,90
48411,18,100
18162,94,56
35225,92,75
19313,17,69
49679,45,92
60128,44,37
12344,40,43
60375,70,41
89098,3,67
82361,49,39
46292,98,47
70527,37,84
3768,8,86
58824,19,79
67769,78,45
62345,18,93
76783,40,42
2584,80,80
17887,97,76
84573,38,88
1039,29,71
65860,85,45
72823,16,75
24349,4,73
30472,50,36
30817,13,58
64767,77,42
65876,78,87
69794,78,98
65794,57,50
36848,96,42
58946,27,79
39205,33,68
62605,8,77
56762,100,49
87851,40,100
6145,5,52
5964,67,78
51539,55,40
22175,22,78
3028,68,64
10811,20,81
85659,8,55
77538,31,95
34210,15,58
37682,58,89
45148,33,51
31634,81,42
12989,24,38
48382,92,55
63291,97,42
3267,31,82
26887,37,85
42192,65,96
29209,2,61
16826,6,64
6596,93,74
16251,43,58
28872,28,41
70710,92,56
49973,21,71
10012,11,85
31211,22,55
58332,44,86
73821,71,46
61555,17,42
57830,20,94
19959,48,35
50070,60,73
41373,72,38
11843,96,97
4608,99,81
3272,23,46
69114,81,48
68538,28,48
5095,97,82
78215,54,87
43995,81,37
17861,28,91
14934,37,52
53507,84,82
34548,39,51
5772,4,99
61063,16,77
41914,18,55
63644,91,97
27822,57,51
54246,50,77
14552,82,38
23641,59,47
733,74,88
27386,32,57
27238,9,39
30716,11,100
21607,16,96
52025,71,62
37985,63,64
83853,89,41
62257,15,88
33651,24,47
56725,8,35
2942,19,44
83830,18,62
70720,37,94
7870,96,100
34515,92,55
33572,49,60
67639,41,42
80043,34,53
86066,62,83
76074,65,64
2766,22,58
88914,80,99
51270,79,91
23279,22,92
1301,49,59
34760,7,44
30501,47,89
83691,46,89
50338,87,41
50873,11,96
70129,17,92
89524,96,72
77603,96,83
516,12,66
20911,97,46
29435,44,58
25181,60,57
83424,12,47
81036,79,97
19954,24,93
39904,45,71
88047,62,71
82849,44,50
64873,39,87
75656,3,85
39841,60,55
75615,36,71
5148,81,73
87707,4,69
21428,37,95
62021,77,91
33051,5,58
41696,22,61
29981,92,37
25220,42,100
46491,43,58
51868,7,73
45238,52,97
37967,38,92
47893,1,52
31853,56,90
35777,57,99
44137,4,60
85093,9,70
20338,54,52
82906,67,78
44156,62,83
59817,90,53
59269,59,72
85908,23,83
66773,11,64
65185,64,82
36754,6,76
89574,50,44
45069,97,74
3054,64,60
1893,13,56
41137,33,66
79540,6,57
18743,25,84
88016,3,91
29244,41,62
79521,14,69
52585,87,45
43181,33,100
22509,25,70
70921,7,64
32696,97,71
88535,68,98
78789,77,51
41137,60,100
74510,49,90
33644,4,71
22529,25,47
44945,65,51
48714,99,43
84133,31,48
48151,33,97
57642,8,83
43065,36,48
44481,10,82
60632,84,52
67583,74,75
75967,89,65
15719,60,50
83279,63,92
1000,36,66
21893,88,41
53271,72,61
41684,77,46
37847,98,80
80747,77,90
70855,29,84
55403,49,87
37416,99,85
6607,82,39
73429,62,60
66990,86,51
30978,22,40
58140,11,68
71858,31,82
87398,49,86
36521,75,76
6669,17,68
28574,46,87
6423,50,93
45647,96,41
51412,45,74
60933,17,98
11387,29,88
88572,93,42
72371,44,97
56234,29,68
71739,92,70
10219,42,79
34337,23,52
28087,7,41
12420,28,79
50503,81,75
3986,36,79
83378,75,92
30538,62,69
41753,45,78
11873,84,43
32134,98,68
88957,62,95
34043,66,40
87279,9,48
63407,63,45
1108,93,64
20563,44,80
1492,56,100
54032,35,99
30313,55,78
70695,16,64
89118,7,55
9342,70,37
80330,77,81
30265,29,88
35434,77,91
30512,47,58
59420,29,75
17002,5,100
71250,10,97
17918,87,79
4656,41,80
29224,83,61
25570,27,38
54174,12,81
18609,93,90
15434,22,87
58606,94,37
77074,63,68
66626,47,78
12839,50,90
20714,49,78
58975,23,49
27751,9,63
44122,62,83
68274,9,91
72476,44,38
31373,9,93
73097,10,48
86702,22,40
85613,70,98
15136,21,44
6514,97,48
21017,37,43
17036,9,69
56985,30,75
83406,35,98
7127,60,62
46330,63,78
41120,52,36
9401,97,61
56940,24,68
74323,12,49
38547,40,61
12023,4,47
54556,10,63
6791,34,75
85854,54,56
86159,99,68
75515,29,57
66372,96,72
47956,10,52
77453,55,100
42536,20,70
30405,70,94
13326,63,68
39993,39,76
87930,2,100
22410,61,80
65935,65,58
47237,85,68
71973,83,78
426,60,100
67144,96,89
88096,39,48
81830,85,45
43337,52,93
88230,31,58
75643,87,76
70023,5,43
76688,92,85
28822,4,71
9376,82,61
44069,79,88
65341,76,70
52310,23,50
18849,47,99
5837,41,95
88267,73,88
64635,9,46
63640,62,97
69999,32,51
86966,5,42
76159,99,68
8348,91,83
77300,90,91
25818,80,93
53230,21,37
22901,33,47
38494,75,86
25030,84,93
52322,26,51
87042,42,37
61260,68,49
82315,76,97
31878,91,43
78508,6,47
83081,51,96
84947,29,70
23569,68,67
79808,44,40
39478,53,79
60916,95,72
29939,19,44
29456,23,73
3861,48,80
18537,11,65
16911,61,100
79968,79,92
85950,90,41
37904,10,67
77400,40,70
62105,93,88
76689,53,58
4548,87,38
53518,92,89
83476,7,45
1756,10,65
80776,65,62
54194,67,56
22420,99,46
51176,25,70
19308,69,83
82214,7,93
71511,61,53
87185,52,90
48108,66,43
6402,93,60
1757,61,73
83081,10,44
12050,93,57
1354,78,99
17175,100,36
63900,60,91
18298,97,99
63788,17,53
87333,69,57
66784,77,98
13219,16,66
60795,89,83
10314,28,83
17939,43,82
40490,35,68
58843,51,86
3960,22,75
85046,12,82
1582,90,71
83634,92,81
37104,56,91
73052,44,96
42389,71,43
49653,43,50
60165,25,36
47311,72,48
28145,53,80
25837,91,45
37632,99,76
35185,77,76
17321,65,66
84024,90,40
49195,18,44
38487,83,45
70738,40,97
46709,62,98
8493,37,38
51532,84,70
54262,10,39
76160,27,43
45368,93,78
39237,99,93
88786,20,47
87337,37,86
89885,42,75
43667,51,75
64384,54,54
17840,69,96
32121,27,86
22618,1,84
15458,40,90
79558,54,88
58845,19,75
24469,22,83
65653,56,65
46805,9,96
25755,75,87
12002,10,79
71068,96,51
41298,32,96
5934,96,78
40489,78,42
76619,7,57
68150,27,63
21719,67,84
50986,74,79
62519,57,53
79898,36,58
77777,42,66
53602,53,81
611,76,55
81541,28,38
25825,87,46
56666,100,97
54203,77,52
80614,68,75
20611,4,72
19429,13,92
20628,75,51
81769,41,58
42507,8,95
16471,7,41
334,37,65
85241,72,44
78950,40,87
17981,43,37
64710,28,80
30708,2,76
16649,12,37
72643,34,89
5526,7,64
29426,66,39
35629,37,73
31310,99,75
61862,52,42
59243,55,92
64040,29,60
20343,26,51
10399,8,71
16966,73,93
4242,99,94
40641,64,89
20119,75,64
52116,42,38
10331,77,76
64291,97,63
4659,58,36
70051,48,56
75617,95,81
57983,44,75
30197,87,38
10300,74,80
36095,48,72
68867,42,59
26765,92,52
55164,76,78
22833,12,45
56815,25,94
29612,29,52
39818,94,94
77784,94,44
15895,48,69
40911,36,99
75013,91,73
76414,42,79
4044,77,82
19755,43,43
89347,17,83
12309,82,62
11124,47,41
51937,34,45
6814,49,86
89295,27,81
63804,95,39
37172,27,47
70744,94,88
54259,22,47
49792,65,46
14923,23,72
69295,19,42
56436,99,50
33334,74,71
23788,4,95
38089,48,83
49029,70,36
63117,66,47
22173,70,65
25414,74,84
77079,34,46
81813,10,66
11245,30,57
71918,50,52
2680,6,84
13714,63,100
66270,10,41
61364,85,48
54447,77,63
29836,20,89
70763,49,65
1387,7,95
41015,27,84
70200,42,83
42647,77,35
45563,15,79
5804,69,58
71818,79,89
5579,71,86
22630,82,37
44392,32,93
5259,73,76
84482,84,90
83224,65,94
76321,34,85
46009,87,81
88085,53,56
27316,97,84
10843,55,81
39086,13,50
11448,50,64
61813,99,71
37117,28,82
55472,40,85
33951,95,39
76430,19,69
38268,63,49
10720,26,84
76644,3,54
14723,93,60
39526,84,91
36934,4,73
12266,66,46
78106,13,79
26317,44,94
85466,64,54
62280,54,77
43421,17,78
78890,11,63
31799,68,79
19455,96,70
74963,3,58
75089,21,97
61909,44,65
64968,52,44
70795,78,58
53936,62,39
4525,100,74
66766,77,44
65863,69,86
86653,64,75
48103,87,65
24340,72,62
28613,72,63
7366,63,37
57557,59,39
82780,76,68
82799,51,40
38911,57,39
88794,86,39
66045,94,72
34166,61,63
68655,87,46
28951,24,44
54847,60,68
79539,23,72
50667,40,98
85854,46,81
64742,26,79
28153,83,81
64431,72,97
60996,81,70
483,79,60
32850,21,45
12990,27,65
10905,1,64
54509,7,68
53671,5,69
7868,39,73
22064,43,46
59925,34,72
58443,34,80
59871,7,94
19989,59,46
31067,30,51
87353,91,100
27425,100,96
39338,49,79
41668,86,41
33629,64,41
8268,21,36
64165,55,51
47954,91,62
55263,75,36
27835,99,85
79821,71,76
18150,88,54
7984,20,99
83948,74,90
32748,9,75
73980,35,48
15063,62,74
84854,97,99
32147,29,57
31527,35,70
7324,7,99
38331,40,63
50622,67,45
16763,85,60
81580,26,70
11358,58,50
88156,33,84
36600,34,57
62379,73,99
12758,90,47
42333,7,45
41714,92,53
80276,87,42
69819,11,51
7440,36,91
20813,16,61
42017,63,54
60185,91,47
11340,99,97
2247,11,90
32955,31,56
71758,10,60
55240,38,51
14479,83,96
30795,17,70
18667,70,45
81027,99,71
28572,45,53
19938,35,38
5155,23,52
62746,53,37
21388,12,45
62005,31,42
81384,59,85
67869,66,66
48900,96,100
62574,87,37
65422,89,94
61436,83,60
67977,25,77
6025,19,69
54832,65,73
88802,23,87
21892,58,73
43276,57,64
53381,4,53
52029,88,98
70609,19,51
16436,71,75
21925,75,85
29840,80,57
18495,8,76
57568,81,46
45550,5,46
52204,61,69
81221,66,71
22374,87,85
46044,2,69
74831,7,94
18114,57,51
30652,28,90
88065,62,75
6186,25,67
7261,87,62
57159,65,87
53654,59,43
73375,76,83
60436,40,100
4769,32,97
40969,8,98
69693,78,73
22214,16,53
33660,93,77
56693,67,65
26785,75,52
3804,60,54
86990,9,93
7549,40,59
76231,57,98
89995,45,72
14136,58,94
35935,98,53
89402,21,94
83507,1,93
19665,88,60
27126,3,74
25784,84,79
46611,79,47
84115,98,96
65247,45,78
2586,34,89
33118,76,70
1696,27,55
48861,89,72
76813,11,67
83302,34,92
41469,29,62
77692,90,96
80794,99,90
49084,99,50
31156,49,87
89569,67,66
9869,6,65
5652,99,46
44338,2,49
40182,81,62
60203,85,72
3540,49,77
19824,60,95
42351,97,44
15812,88,52
86029,19,38
73800,87,99
25851,45,72
62175,40,54
82897,88,84
86677,55,68
75576,52,88
86104,62,63
79897,66,66
71463,68,76
75127,88,51
34223,36,98
37630,93,50
30217,73,56
80939,8,93
26931,55,56
27055,62,99
19356,38,100
11662,56,70
64394,60,78
28894,18,76
64735,71,44
87434,56,60
89232,29,88
28786,26,40
75453,44,66
75595,85,100
31422,59,45
51793,42,100
19154,95,50
2868,67,88
26496,64,65
49572,26,55
62324,66,43
7192,63,77
28511,76,76
20267,98,79
11446,49,42
43702,22,42
9655,11,40
1807,58,53
72204,59,87
78133,96,71
33099,39,67
82062,45,76
56691,8,46
8537,5,52
75574,85,49
52596,78,62
40674,78,63
21092,53,98
83889,82,86
33724,2,38
7596,76,46
82679,78,53
26379,90,77
77951,9,58
3196,37,73
37623,50,46
32451,53,97
67584,17,91
81709,36,90
77124,71,82
15867,75,58
13126,43,83
68179,63,39
86970,18,90
58574,46,72
5331,69,76
71185,84,76
72805,52,76
7750,32,52
8327,87,72
38446,97,95
70556,88,52
2176,18,38
43350,32,97
88632,13,45
34856,53,94
2803,25,90
9921,91,63
4901,90,74
55802,80,95
81782,95,47
44912,57,92
65612,38,72
20586,91,80
41466,18,84
36155,85,82
15830,22,46
1611,52,62
82175,88,55
83183,93,51
48227,11,53
53073,2,72
89124,8,39
37597,30,49
53881,37,83
34787,25,98
72169,4,41
75959,92,94
76200,44,73
62803,48,62
4483,43,90
281,87,35
39303,34,42
43351,45,45
43877,74,87
26695,20,76
7669,24,54
2395,94,50
68459,78,48
72196,88,74
78759,83,40
88935,47,60
86050,48,73
1897,43,66
79327,55,44
151,73,65
26225,24,42
1918,6,67
5852,67,100
16210,84,60
48017,39,49
84484,58,77
72802,56,97
59728,49,44
6587,44,89
69111,12,74
61426,6,35
33265,46,90
17474,88,78
18243,30,37
48177,43,74
39643,84,89
70144,36,97
58108,22,64
60542,52,36
50990,76,80
64202,31,64
60739,1,47
28572,75,97
15681,96,52
33723,65,37
2383,74,41
12278,39,93
56321,58,42
39664,39,85
50879,3,67
1005,35,84
79059,71,62
59868,32,66
28922,74,65
73712,7,98
79366,28,99
17419,66,49
36953,15,48
16997,61,71
83723,96,75
89943,14,77
46085,76,41
79582,94,64
14796,89,90
63508,94,54
71863,61,61
33900,41,45
15987,50,40
964,70,85
25135,40,46
73896,94,40
39324,67,83
45252,20,82
49956,8,60
69115,7,44
11524,86,68
68307,62,92
16696,53,99
40002,82,86
27792,76,70
1691,55,99
49312,18,74
3533,42,38
440,29,60
57599,60,93
41144,13,85
32269,16,71
10990,12,76
38419,52,95
88233,26,66
21062,91,45
40035,93,81
63658,89,49
87014,45,99
33549,4,90
61157,4,67
80715,50,37
42862,16,71
33614,99,82
41677,91,92
38954,90,86
27168,85,75
20705,12,68
59299,74,70
757,28,62
74966,49,36
484,55,74
66730,22,48
35407,78,47
25970,25,63
48923,66,70
16101,74,65
39143,100,89
4822,5,87
28801,92,73
86681,8,90
16046,49,69
56718,77,75
10777,15,84
68431,40,99
68749,58,56
50644,38,55
6772,96,63
15614,7,53
49928,24,62
34291,86,38
67108,54,98
83306,37,93
51661,6,53
54123,47,42
66184,94,94
82755,85,52
23186,22,94
10707,40,35
51990,76,92
23172,22,91
49028,95,79
68968,97,90
65291,64,65
18152,77,74
47260,20,96
79999,35,59
26951,5,84
2874,64,78
62302,34,78
34168,80,58
37383,71,47
6027,49,73
469,52,39
59896,17,83
68085,61,69
46678,11,88
6178,51,88
20243,28,92
39057,6,76
46610,10,50
48221,94,55
26550,82,51
56922,47,49
15002,4,52
23015,2,82
14928,20,65
15608,67,63
26801,1,35
1273,93,56
74157,65,76
8246,85,63
356,64,71
4541,62,66
70712,43,91
6928,54,51
17638,22,97
32094,26,95
47240,14,93
9260,69,94
57275,9,72
37616,70,53
78385,51,54
2005,51,64
56853,77,90
42193,51,90
45103,29,54
62222,95,78
12621,46,68
89988,77,61
33866,58,54
38462,79,46
36604,98,81
62210,20,50
36021,1,86
9757,3,93
61348,84,44
60869,14,93
81151,23,90
63070,34,35
9529,65,54
21684,54,52
28831,81,39
16502,26,81
1554,84,69
49960,79,78
24234,24,57
78337,76,85
19266,41,40
25380,62,60
79937,61,72
34203,43,72
42641,51,85
45070,68,98
25123,19,79
3183,6,86
46972,62,70
58077,10,63
68693,60,71
40876,8,55
59104,93,76
53268,42,59
6292,28,40
55135,96,84
49826,96,94
67731,88,59
42719,57,95
76840,50,65
41740,67,80
32956,70,75
32501,34,44
24377,81,41
10332,31,36
22217,48,39
12110,12,89
42640,16,93
85709,52,44
63453,23,81
6637,58,95
14897,89,52
15513,23,71
5879,13,84
34387,59,38
3181,97,41
87079,86,92
74854,12,96
50108,68,53
80555,49,98
15023,21,58
8989,32,54
59193,5,81
68199,35,66
58118,59,91
69893,90,94
2746,1,82
76681,72,38
49790,93,95
32517,49,99
65766,73,91
62207,73,96
76428,6,58
78161,94,65
67660,69,51
6015,65,43
23,84,76
12311,12,39
30215,63,77
7999,31,69
43473,21,71
52227,43,57
75079,67,52
24730,32,57
88019,61,56
80175,25,52
67575,74,50
38871,61,65
12865,85,58
44989,65,84
13584,82,43
25147,7,92
80866,58,83
54379,44,90
38489,14,98
35537,64,100
31497,52,98
73366,20,83
67609,84,61
21441,100,81
81096,75,44
19093,9,76
22605,99,84
25412,57,86
3253,61,76
78753,82,46
60128,86,69
68272,5,66
37363,92,64
80987,84,52
70087,29,91
84422,10,41
32326,5,76
75987,10,63
20404,70,74
9531,90,73
59172,86,97
34825,66,72
50307,10,76
38359,45,56
43206,30,86
65972,37,83
85202,34,79
83519,20,44
85726,60,41
56515,61,88
29493,36,35
23848,29,51
36197,80,65
33610,64,55
43109,21,40
82230,30,90
47812,19,87
79152,54,38
6295,94,83
23478,15,45
47265,57,65
62834,16,47
75017,5,78
1213,89,73
49117,21,84
74473,6,39
41452,12,71
50743,96,94
3516,22,52
25683,51,87
17168,39,53
4304,16,57
87329,23,99
11805,77,99
11801,92,82
3130,79,95
17969,53,35
71588,70,86
30120,67,77
64492,44,42
78608,24,49
19526,51,49
43165,44,56
60544,48,51
68741,45,66
10009,97,86
66816,6,79
44686,83,91
30825,16,78
45407,49,87
73731,21,90
41238,57,36
70067,100,58
44939,58,38
2911,52,50
37078,61,45
922,7,53
73317,17,71
77489,60,36
74229,31,83
42394,63,45
61174,69,47
81988,75,88
26946,74,40
36004,48,58
66246,100,60
53376,30,42
77451,67,83
3493,92,100
16334,42,65
34924,95,74
84166,12,63
1278,84,82
3803,86,83
72768,17,91
41103,63,93
55620,80,92
48677,80,53
17331,8,84
173,17,41
18369,3,76
68902,46,84
53870,31,45
86929,39,68
86440,21,86
22643,37,89
72882,26,80
38964,52,57
74051,97,81
56642,51,89
5763,7,53
4463,98,96
62678,86,46
81031,56,87
60870,56,65
37959,94,73
79850,37,81
48177,63,84
56494,30,48
43760,46,66
49048,13,55
15813,100,72
66233,25,66
22965,72,44
24849,78,44
3504,42,36
10250,84,43
55031,78,38
79530,88,52
36494,21,90
23518,52,75
492,37,93
10366,33,57
54921,62,75
34293,10,99
31411,50,69
59846,6,62
22347,42,59
85570,76,87
51349,85,75
73471,67,84
82030,53,93
40709,43,50
7209,38,69
17943,19,35
12345,76,87
64011,72,87
41788,33,79
47429,79,69
38130,28,49
20279,6,39
5953,34,82
3546,60,100
24471,86,92
65158,21,59
15288,98,38
15345,4,96
16311,16,44
68898,45,93
50667,21,41
38360,41,49
1876,47,54
1398,75,91
36041,37,57
16312,45,82
44190,51,70
71675,90,93
48280,59,57
17488,19,35
31578,52,82
3847,24,74
83191,47,46
1694,43,43
6478,64,91
6981,43,45
51516,73,76
35138,11,98
84891,76,71
89149,85,44
5116,10,80
32710,11,59
547,24,49
82069,76,81
56911,26,64
46748,64,91
77397,54,87
37161,7,42
179,95,61
80302,30,60
20466,22,83
68880,22,67
62925,82,64
1414,17,52
65496,83,51
6781,9,71
81967,100,85
38993,93,56
77493,18,69
78490,27,64
80027,26,50
57168,26,53
34829,92,100
79998,44,40
45425,57,97
68094,85,54
62185,83,53
11562,85,59
31422,35,89
75124,88,50
71469,45,68
60863,75,60
46696,94,64
82140,70,87
939,68,75
19074,86,56
33183,7,80
68778,66,60
87589,61,35
9123,59,74
49673,59,80
86294,13,72
21165,65,71
64167,68,38
23679,63,56
44717,80,54
4812,100,60
16969,100,87
49094,76,87
16944,96,52
71125,88,68
62052,20,63
19374,42,38
86801,38,55
32583,40,65
31140,23,43
35574,63,56
89660,42,87
37699,19,57
20527,71,98
22112,87,73
46769,68,37
42842,93,88
17827,36,92
44420,28,78
53125,88,67
10500,25,85
22767,17,58
8386,67,40
53378,31,55
39877,79,99
73305,13,92
7917,57,66
22688,1,53
34225,98,70
24055,78,80
19019,41,35
11391,56,79
2447,87,47
49148,95,61
29845,63,48
17013,15,79
56695,30,53
7561,62,78
46766,13,47
13683,26,43
37328,72,63
41043,82,98
61919,56,62
76775,3,51
65128,34,83
12981,84,86
1067,24,76
5910,29,65
60496,79,88
36415,15,95
82211,16,57
51633,70,50
17273,77,56
58664,9,51
54051,95,100
32053,3,90
30650,63,68
85591,13,92
55619,61,93
12955,61,45
34298,7,85
18675,80,99
36725,4,69
46481,81,54
13171,80,77
78635,2,69
46083,60,91
76481,71,85
19238,60,59
86845,100,37
88871,13,75
31362,82,59
1412,41,70
59022,53,55
34913,55,71
13776,4,36
23789,45,95
41914,24,44
76319,66,100
19963,30,55
21583,55,96
35537,99,46
36715,35,68
71972,62,68
69905,84,73
57074,65,67
68067,62,67
66820,20,87
4134,98,46
76629,27,78
88801,78,55
38983,90,95
63393,98,83
69807,9,98
25215,4,38
86102,97,82
61716,98,42
67037,85,79
23760,21,66
66883,99,76
8659,3,73
52364,59,82
9540,93,47
75595,64,73
57476,89,80
45278,64,46
72893,43,65
89827,59,84
18372,85,85
76067,30,97
18708,30,82
81854,33,49
78431,9,47
58908,64,95
80173,58,56
52602,46,51
38949,44,98
75548,96,70
60102,47,58
44090,31,93
23515,55,94
38024,87,77
56898,23,44
75826,12,64
55611,18,37
74367,62,64
62215,98,73
70900,10,42
39776,20,81
45004,10,73
11538,19,83
41003,81,37
43348,31,92
89835,17,61
42530,36,35
9297,10,85
42963,24,91
81703,35,40
20235,4,41
67616,72,87
743,78,60
63228,85,41
50575,34,93
71400,96,38
1388,13,95
22395,28,69
21191,76,82
50325,22,43
41564,47,36
4302,44,94
6928,29,69
35747,32,93
85628,68,44
33789,49,42
77333,96,82
41010,46,49
52792,65,79
31863,22,99
59371,47,69
71269,31,51
55472,95,60
6208,81,95
69255,42,98
9214,78,39
46997,11,59
80627,29,88
13868,76,86
7961,22,97
54431,86,60
73791,88,39
86932,63,46
74800,49,95
7231,40,55
33879,63,48
75705,81,91
68399,29,92
54700,11,78
11791,6,39
38893,73,93
80737,88,69
78952,46,54
76800,93,95
76217,67,80
88345,89,98
53189,97,40
82223,11,39
71320,99,75
62009,44,69
25271,70,47
58867,93,100
3876,80,47
62395,92,88
5592,64,62
15355,51,87
51067,50,47
48711,66,90
81874,75,76
64914,52,41
89240,57,52
14190,49,92
82988,4,94
14071,94,76
62537,33,66
52484,58,77
11178,25,87
68597,45,70
47114,56,88
89796,41,50
31754,70,59
34668,4,98
30935,90,93
79561,14,96
19676,98,53
39241,10,45
57588,98,41
78385,98,98
58204,19,85
37270,82,52
38057,90,40
67694,65,75
39589,85,81
32358,17,43
36851,74,47
52104,97,97
1347,3,96
18125,38,56
32065,74,95
72355,30,44
76074,35,69
64201,32,99
62214,3,67
23331,46,63
73311,85,47
70465,10,48
61385,37,59
37157,84,75
4396,39,99
88629,55,64
78818,49,89
7143,51,64
19974,13,61
77448,35,37
31969,30,47
2235,90,93
86965,33,92
75518,26,67
682,1,59
21904,28,91
1014,45,62
48289,55,54
86980,60,62
61159,70,83
24947,1,35
89970,55,63
78066,98,69
18187,24,58
38724,10,99
85767,33,88
74223,10,53
41032,55,62
40812,22,40
28216,27,77
2626,90,94
27803,78,72
41752,91,86
36211,91,40
38466,24,83
79340,9,70
8560,44,93
59338,21,88
18117,38,54
56423,20,91
89303,54,72
19472,68,50
86060,35,72
3312,81,99
24431,78,68
47767,60,96
75592,42,64
65024,60,38
28533,15,75
35249,70,70
41790,98,35
82165,24,86
63101,74,55
83821,26,55
84884,82,45
18310,84,61
967,81,49
44123,21,60
65724,9,43
89330,25,72
45791,51,76
31196,69,82
71160,32,43
61537,19,37
44776,32,59
50129,90,79
47930,10,66
36656,100,72
72495,61,77
26810,89,78
31654,88,75
40982,49,94
43455,33,96
50610,43,78
20165,25,77
65977,92,57
53555,56,87
42535,66,50
52211,77,36
23085,88,49
57783,34,84
76208,53,61
10020,16,83
59800,4,77
29571,34,96
87323,17,39
3611,64,47
21931,80,50
71452,92,54
43837,27,48
23813,51,49
39850,18,56
62133,12,89
89758,72,48
64084,66,37
20095,13,42
7198,24,89
31905,6,99
25278,65,90
70460,4,88
5237,6,56
29891,96,53
37617,88,47
49355,63,87
34727,65,82
14015,56,84
25393,41,53
7528,75,96
1999,87,91
58372,27,47
59552,2,89
35690,43,93
42626,68,55
44,60,43
21437,17,41
11426,82,54
37873,92,54
39364,65,46
61719,55,67
34839,78,51
28033,97,98
8263,35,36
17118,43,55
55887,38,67
70525,9,74
75943,83,80
10189,42,73
32413,94,62
85818,72,47
78470,23,77
41790,22,53
53891,71,87
82308,45,39
63157,67,42
28238,93,74
46686,25,61
36502,25,64
17803,27,73
88033,15,92
29115,47,98
57849,38,85
36628,21,77
59268,10,69
43282,80,50
39092,76,83
45708,61,83
47064,57,48
84021,97,56
25994,64,45
22946,87,61
17393,96,87
73533,9,64
88338,77,84
9265,43,46
78795,87,84
40495,43,40
34918,37,50
75291,46,59
41267,56,91
60178,34,46
6625,92,80
36005,42,54
1465,85,52
68328,62,90
89737,89,40
34892,18,64
40106,15,99
11999,91,72
61511,49,90
52524,87,76
3928,45,51
57772,49,58
79595,33,56
68617,71,53
68300,91,74
6887,74,64
73582,41,82
81039,19,62
38131,49,79
55546,76,93
10321,28,63
51738,96,72
64400,11,47
25751,65,69
2707,8,47
67363,79,44
20320,9,100
13726,100,49
77350,24,44
58254,3,44
45049,44,58
2166,9,69
41594,14,37
71735,95,82
58791,64,43
66170,1,76
8409,49,73
68690,29,48
5775,5,35
56971,62,51
60929,96,86
76279,82,93
39312,60,93
31966,28,60
42357,14,78
38306,40,62
15721,91,91
40359,73,78
19133,95,41
1801,55,56
62116,9,89
36485,41,83
17780,95,68
28930,19,79
43770,62,85
31399,40,48
11866,60,98
